# Acce x,Acce y,Acce z,Gyro x,Gyro y,Gyro z,Magn x,Magn y,Magn z,Position x,Position y,Position z,Voltage,UWB ID,UWB distande
4,-132,-7984,-60,115,41,-6146,-10240,-13827,2379,1479,-102,7322,33,2364
12,-208,-7984,-78,85,25,-9986,-10240,-11523,2340,1435,-51,7322,33,2374
-4,-88,-7980,-64,102,27,-6658,-10240,-15107,2378,1500,-75,7322,33,2364
12,-136,-8008,-71,87,18,-7938,-12800,-12035,2360,1476,-89,7322,33,2364
44,-136,-8000,-80,76,34,-8450,-11264,-15619,2359,1423,-123,7322,33,2402
44,-136,-8000,-80,76,34,-8450,-11264,-15619,2359,1423,-123,7322,33,2402
44,-136,-8000,-80,76,34,-8450,-11264,-15619,2367,1438,-140,7322,0,0
-8,-172,-8036,-53,67,0,-6658,-11520,-12547,2346,1462,-110,7322,33,2383
-8,-144,-8036,-66,92,37,-6146,-10240,-13827,2348,1479,-103,7322,33,2345
-8,-144,-8036,-66,92,37,-6146,-10240,-13827,2348,1479,-103,7322,33,2345
-8,-144,-8036,-66,92,37,-6146,-10240,-13827,2348,1479,-103,7322,33,2345
-8,-144,-8036,-66,92,37,-6146,-10240,-13827,2348,1479,-103,7322,33,2345
64,-108,-8012,-76,93,10,-10498,-11520,-13315,2363,1452,-78,7322,33,2392
64,-108,-8012,-76,93,10,-10498,-11520,-13315,2363,1452,-78,7322,33,2402
40,-148,-7964,-82,88,20,-5890,-11264,-11779,2363,1452,-78,7322,33,2402
40,-148,-7964,-82,88,20,-5890,-11264,-11779,2368,1482,-121,7322,33,2402
40,-148,-7964,-82,88,20,-5890,-11264,-11779,2368,1482,-121,7322,33,2383
40,-148,-7964,-82,88,20,-5890,-11264,-11779,2352,1448,-118,7322,33,2383
-8,-120,-7992,-67,81,56,-6146,-10240,-13827,2352,1448,-118,7322,33,2383
4,-128,-8028,-83,95,32,-6146,-9472,-13827,2352,1448,-118,7322,33,2355
28,-108,-7996,-41,91,22,-9986,-11520,-12547,2352,1448,-118,7322,33,2392
28,-108,-7996,-41,91,22,-9986,-11520,-12547,2352,1448,-118,7322,33,2392
28,-108,-7996,-41,91,22,-9986,-11520,-12547,2352,1448,-118,7322,33,2392
12,-100,-8000,-51,94,34,-7426,-11520,-12547,2343,1453,-97,7322,0,0
44,-188,-7972,-86,82,28,-8450,-11264,-16131,2343,1453,-97,7322,33,2374
-36,-176,-8012,-89,100,24,-6402,-9984,-12291,2378,1478,-94,7322,33,2364
-36,-176,-8012,-89,100,24,-6402,-9984,-12291,2378,1478,-94,7322,33,2364
8,-156,-7924,-76,87,21,-3586,-13568,-14595,2358,1486,-88,7322,33,2364
-32,-184,-8024,-81,83,42,-7682,-9984,-11011,2357,1467,-73,7322,33,2364
32,-144,-7984,-71,69,26,-8962,-13312,-15619,2357,1467,-73,7322,33,2355
32,-144,-7984,-71,69,26,-8962,-13312,-15619,2345,1432,-153,7322,33,2364
12,-156,-8036,-62,99,22,-9218,-12800,-13315,2345,1432,-153,7322,33,2364
12,-156,-8036,-62,99,22,-9218,-12800,-13315,2345,1432,-153,7322,33,2364
24,-204,-8028,-79,96,23,-8706,-11520,-14595,2377,1513,-4,7322,33,2364
24,-204,-8028,-79,96,23,-8706,-11520,-14595,2377,1513,-4,7322,33,2364
48,-112,-7996,-76,69,45,-5890,-11776,-15619,2363,1459,-86,7322,33,2364
24,-148,-8024,-53,62,46,-7938,-8960,-14595,2350,1476,-86,7322,33,2374
24,-148,-8024,-53,62,46,-7938,-8960,-14595,2350,1476,-86,7322,33,2374
0,-184,-8000,-71,87,32,-9218,-10240,-14595,2342,1495,-63,7322,33,2364
-4,-160,-8072,-69,69,18,-7426,-11520,-15107,2345,1484,-74,7322,33,2364
8,-112,-8056,-63,78,13,-6146,-12288,-13827,2346,1443,-97,7322,33,2345
8,-112,-8056,-63,78,13,-6146,-12288,-13827,2346,1443,-97,7322,33,2345
8,-112,-8056,-63,78,13,-6146,-12288,-13827,2354,1466,-93,7322,33,2364
8,-112,-8056,-63,78,13,-6146,-12288,-13827,2352,1468,-114,7322,33,2364
8,-112,-8056,-63,78,13,-6146,-12288,-13827,2370,1427,-152,7322,33,2355
8,-112,-8056,-63,78,13,-6146,-12288,-13827,2370,1427,-152,7322,33,2374
-12,-128,-8000,-70,112,12,-9730,-14592,-16131,2370,1427,-152,7322,33,2364
-12,-128,-8000,-70,112,12,-9730,-14592,-16131,2370,1427,-152,7322,33,2364
72,-156,-8024,-76,84,36,-9218,-10240,-11523,2343,1473,-95,7322,33,2336
60,-192,-7976,-69,54,51,-9730,-11776,-11779,2372,1488,-71,7322,33,2392
60,-192,-7976,-69,54,51,-9730,-11776,-11779,2372,1488,-71,7322,33,2392
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2372,1488,-71,7322,33,2392
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2372,1488,-71,7322,33,2392
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2372,1488,-71,7322,33,2392
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2372,1488,-71,7322,33,2392
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2372,1488,-71,7322,33,2392
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2372,1488,-71,7322,33,2392
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2372,1488,-71,7322,33,2392
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2348,1455,-107,7322,33,2392
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2348,1455,-107,7322,33,2345
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2348,1455,-107,7322,33,2345
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2348,1455,-107,7322,33,2345
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2348,1455,-107,7322,33,2345
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2348,1455,-107,7322,33,2345
-40,-108,-8052,-57,93,35,-7938,-11008,-13315,2348,1455,-107,7322,33,2345
-40,-156,-8040,-69,83,9,-5122,-11264,-13059,2348,1455,-107,7322,33,2345
-40,-156,-8040,-69,83,9,-5122,-11264,-13059,2348,1455,-107,7322,33,2345
-40,-156,-8040,-69,83,9,-5122,-11264,-13059,2348,1455,-107,7322,33,2345
-40,-156,-8040,-69,83,9,-5122,-11264,-13059,2348,1455,-107,7322,33,2345
-40,-156,-8040,-69,83,9,-5122,-11264,-13059,2348,1455,-107,7322,33,2345
-40,-156,-8040,-69,83,9,-5122,-11264,-13059,2348,1455,-107,7322,33,2345
-40,-156,-8040,-69,83,9,-5122,-11264,-13059,2348,1455,-107,7322,33,2345
-40,-156,-8040,-69,83,9,-5122,-11264,-13059,2348,1455,-107,7322,33,2345
-40,-156,-8040,-69,83,9,-5122,-11264,-13059,2348,1455,-107,7322,33,2345
-40,-156,-8040,-69,83,9,-5122,-11264,-13059,2348,1455,-107,7322,33,2345
-48,-132,-7956,-68,97,41,-7170,-9984,-13059,2346,1482,-97,7322,33,2345
-48,-132,-7956,-68,97,41,-7170,-9984,-13059,2346,1482,-97,7322,33,2345
-48,-132,-7956,-68,97,41,-7170,-9984,-13059,2346,1482,-97,7322,33,2336
-48,-132,-7956,-68,97,41,-7170,-9984,-13059,2346,1482,-97,7322,33,2336
-48,-132,-7956,-68,97,41,-7170,-9984,-13059,2346,1482,-97,7322,33,2336
-48,-132,-7956,-68,97,41,-7170,-9984,-13059,2346,1482,-97,7322,33,2336
-48,-132,-7956,-68,97,41,-7170,-9984,-13059,2346,1482,-97,7322,33,2336
-48,-132,-7956,-68,97,41,-7170,-9984,-13059,2346,1482,-97,7322,33,2336
-48,-132,-7956,-68,97,41,-7170,-9984,-13059,2346,1482,-97,7322,33,2336
-48,-132,-7956,-68,97,41,-7170,-9984,-13059,2346,1482,-97,7322,33,2336
-48,-132,-7956,-68,97,41,-7170,-9984,-13059,2346,1482,-97,7322,33,2336
-48,-132,-7956,-68,97,41,-7170,-9984,-13059,2346,1482,-97,7322,33,2336
88,-108,-8044,-49,84,24,-6402,-7168,-13059,2346,1482,-97,7322,33,2336
88,-108,-8044,-49,84,24,-6402,-7168,-13059,2346,1482,-97,7322,33,2336
88,-108,-8044,-49,84,24,-6402,-7168,-13059,2346,1482,-97,7322,33,2336
88,-108,-8044,-49,84,24,-6402,-7168,-13059,2346,1482,-97,7322,33,2336
88,-108,-8044,-49,84,24,-6402,-7168,-13059,2346,1482,-97,7322,33,2336
88,-108,-8044,-49,84,24,-6402,-7168,-13059,2346,1482,-97,7322,33,2336
88,-108,-8044,-49,84,24,-6402,-7168,-13059,2346,1482,-97,7322,33,2336
88,-108,-8044,-49,84,24,-6402,-7168,-13059,2353,1508,-84,7322,33,2336
88,-108,-8044,-49,84,24,-6402,-7168,-13059,2353,1508,-84,7322,33,2336
88,-108,-8044,-49,84,24,-6402,-7168,-13059,2353,1508,-84,7322,33,2336
88,-108,-8044,-49,84,24,-6402,-7168,-13059,2353,1508,-84,7322,33,2336
88,-108,-8044,-49,84,24,-6402,-7168,-13059,2353,1508,-84,7322,33,2336
-28,-184,-7964,-59,81,29,-6658,-11520,-14595,2353,1508,-84,7322,33,2336
-28,-184,-7964,-59,81,29,-6658,-11520,-14595,2353,1508,-84,7322,33,2336
-28,-184,-7964,-59,81,29,-6658,-11520,-14595,2353,1508,-84,7322,33,2336
-28,-184,-7964,-59,81,29,-6658,-11520,-14595,2353,1508,-84,7322,33,2336
-28,-184,-7964,-59,81,29,-6658,-11520,-14595,2353,1508,-84,7322,33,2336
-28,-184,-7964,-59,81,29,-6658,-11520,-14595,2353,1508,-84,7322,33,2336
-28,-184,-7964,-59,81,29,-6658,-11520,-14595,2353,1508,-84,7322,33,2336
-28,-184,-7964,-59,81,29,-6658,-11520,-14595,2353,1508,-84,7322,33,2336
-28,-184,-7964,-59,81,29,-6658,-11520,-14595,2353,1508,-84,7322,33,2336
-28,-184,-7964,-59,81,29,-6658,-11520,-14595,2353,1508,-84,7322,33,2336
-28,-184,-7964,-59,81,29,-6658,-11520,-14595,2353,1508,-84,7322,33,2336
-28,-184,-7964,-59,81,29,-6658,-11520,-14595,2353,1508,-84,7322,33,2336
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
64,-136,-8040,-46,97,27,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
20,-196,-8000,-79,90,29,-6658,-11520,-14595,2362,1487,-55,7322,33,2383
20,-196,-8000,-79,90,29,-6658,-11520,-14595,2353,1473,-54,7322,33,2364
20,-196,-8000,-79,90,29,-6658,-11520,-14595,2353,1473,-54,7322,33,2364
20,-196,-8000,-79,90,29,-6658,-11520,-14595,2353,1473,-54,7322,33,2364
20,-196,-8000,-79,90,29,-6658,-11520,-14595,2353,1473,-54,7322,33,2364
20,-196,-8000,-79,90,29,-6658,-11520,-14595,2353,1473,-54,7322,33,2364
20,-196,-8000,-79,90,29,-6658,-11520,-14595,2353,1473,-54,7322,33,2364
-16,-120,-8000,-100,88,14,-6658,-8960,-13315,2353,1473,-54,7322,33,2364
-16,-120,-8000,-100,88,14,-6658,-8960,-13315,2353,1473,-54,7322,33,2364
-16,-120,-8000,-100,88,14,-6658,-8960,-13315,2353,1473,-54,7322,33,2364
-16,-120,-8000,-100,88,14,-6658,-8960,-13315,2353,1473,-54,7322,33,2364
-16,-120,-8000,-100,88,14,-6658,-8960,-13315,2353,1473,-54,7322,33,2364
-16,-120,-8000,-100,88,14,-6658,-8960,-13315,2353,1473,-54,7322,33,2364
-16,-120,-8000,-100,88,14,-6658,-8960,-13315,2353,1473,-54,7322,33,2364
-16,-120,-8000,-100,88,14,-6658,-8960,-13315,2353,1473,-54,7322,33,2364
-16,-120,-8000,-100,88,14,-6658,-8960,-13315,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2336,1452,-130,7322,33,2345
-48,-96,-7992,-59,90,14,-8706,-11008,-14595,2363,1477,-104,7322,33,2345
4,-184,-7972,-59,85,21,-6658,-12288,-15875,2363,1477,-104,7322,33,2364
4,-184,-7972,-59,85,21,-6658,-12288,-15875,2363,1477,-104,7322,33,2364
4,-184,-7972,-59,85,21,-6658,-12288,-15875,2363,1477,-104,7322,33,2364
4,-184,-7972,-59,85,21,-6658,-12288,-15875,2363,1477,-104,7322,33,2364
12,-144,-8004,-90,82,4,-9218,-11008,-14595,2363,1477,-104,7322,33,2364
12,-144,-8004,-90,82,4,-9218,-11008,-14595,2363,1477,-104,7322,33,2364
12,-144,-8004,-90,82,4,-9218,-11008,-14595,2363,1477,-104,7322,33,2364
12,-144,-8004,-90,82,4,-9218,-11008,-14595,2363,1477,-104,7322,33,2364
12,-144,-8004,-90,82,4,-9218,-11008,-14595,2353,1449,-84,7322,33,2364
12,-144,-8004,-90,82,4,-9218,-11008,-14595,2353,1449,-84,7322,33,2364
12,-144,-8004,-90,82,4,-9218,-11008,-14595,2353,1449,-84,7322,33,2364
12,-144,-8004,-90,82,4,-9218,-11008,-14595,2353,1449,-84,7322,33,2364
12,-144,-8004,-90,82,4,-9218,-11008,-14595,2353,1449,-84,7322,33,2364
12,-144,-8004,-90,82,4,-9218,-11008,-14595,2353,1449,-84,7322,33,2364
8,-104,-7972,-85,65,35,-6146,-10240,-13827,2353,1449,-84,7322,33,2364
8,-104,-7972,-85,65,35,-6146,-10240,-13827,2353,1449,-84,7322,33,2364
8,-104,-7972,-85,65,35,-6146,-10240,-13827,2353,1449,-84,7322,33,2364
8,-104,-7972,-85,65,35,-6146,-10240,-13827,2353,1449,-84,7322,33,2364
8,-104,-7972,-85,65,35,-6146,-10240,-13827,2353,1449,-84,7322,33,2364
8,-104,-7972,-85,65,35,-6146,-10240,-13827,2353,1449,-84,7322,33,2364
8,-104,-7972,-85,65,35,-6146,-10240,-13827,2353,1449,-84,7322,33,2364
8,-104,-7972,-85,65,35,-6146,-10240,-13827,2353,1449,-84,7322,33,2364
8,-104,-7972,-85,65,35,-6146,-10240,-13827,2353,1449,-84,7322,33,2364
8,-104,-7972,-85,65,35,-6146,-10240,-13827,2353,1449,-84,7322,33,2364
8,-104,-7972,-85,65,35,-6146,-10240,-13827,2345,1462,-115,7322,33,2364
12,-116,-8000,-41,91,20,-7426,-9472,-14595,2345,1462,-115,7322,33,2364
12,-116,-8000,-41,91,20,-7426,-9472,-14595,2345,1462,-115,7322,33,2364
12,-116,-8000,-41,91,20,-7426,-9472,-14595,2345,1462,-115,7322,33,2364
12,-116,-8000,-41,91,20,-7426,-9472,-14595,2345,1462,-115,7322,33,2364
12,-116,-8000,-41,91,20,-7426,-9472,-14595,2345,1462,-115,7322,33,2364
12,-116,-8000,-41,91,20,-7426,-9472,-14595,2345,1462,-115,7322,33,2364
12,-116,-8000,-41,91,20,-7426,-9472,-14595,2345,1462,-115,7322,33,2364
12,-116,-8000,-41,91,20,-7426,-9472,-14595,2345,1462,-115,7322,33,2364
12,-116,-8000,-41,91,20,-7426,-9472,-14595,2345,1462,-115,7322,33,2364
12,-116,-8000,-41,91,20,-7426,-9472,-14595,2345,1462,-115,7322,33,2364
12,-116,-8000,-41,91,20,-7426,-9472,-14595,2345,1462,-115,7322,33,2364
-40,-180,-7976,-77,77,33,-7170,-9216,-16131,2350,1466,-74,7322,33,2364
-40,-180,-7976,-77,77,33,-7170,-9216,-16131,2350,1466,-74,7322,33,2374
-40,-180,-7976,-77,77,33,-7170,-9216,-16131,2350,1466,-74,7322,33,2374
-40,-180,-7976,-77,77,33,-7170,-9216,-16131,2350,1466,-74,7322,33,2374
-40,-180,-7976,-77,77,33,-7170,-9216,-16131,2350,1466,-74,7322,33,2374
-40,-180,-7976,-77,77,33,-7170,-9216,-16131,2350,1466,-74,7322,33,2374
-16,-208,-7952,-75,74,9,-7682,-13824,-10499,2350,1466,-74,7322,33,2374
-16,-208,-7952,-75,74,9,-7682,-13824,-10499,2350,1466,-74,7322,33,2374
-16,-208,-7952,-75,74,9,-7682,-13824,-10499,2350,1466,-74,7322,33,2374
-16,-208,-7952,-75,74,9,-7682,-13824,-10499,2350,1466,-74,7322,33,2374
-16,-208,-7952,-75,74,9,-7682,-13824,-10499,2350,1466,-74,7322,33,2374
-16,-208,-7952,-75,74,9,-7682,-13824,-10499,2369,1468,-85,7322,33,2374
-16,-208,-7952,-75,74,9,-7682,-13824,-10499,2369,1468,-85,7322,33,2383
-16,-208,-7952,-75,74,9,-7682,-13824,-10499,2369,1468,-85,7322,33,2383
-16,-208,-7952,-75,74,9,-7682,-13824,-10499,2369,1468,-85,7322,33,2383
-16,-208,-7952,-75,74,9,-7682,-13824,-10499,2369,1468,-85,7322,33,2383
-16,-208,-7952,-75,74,9,-7682,-13824,-10499,2369,1468,-85,7322,33,2383
-16,-208,-7952,-75,74,9,-7682,-13824,-10499,2369,1468,-85,7322,33,2383
28,-148,-8016,-80,96,25,-6402,-13824,-12291,2369,1468,-85,7322,33,2383
28,-148,-8016,-80,96,25,-6402,-13824,-12291,2369,1468,-85,7322,33,2383
28,-148,-8016,-80,96,25,-6402,-13824,-12291,2369,1468,-85,7322,33,2383
28,-148,-8016,-80,96,25,-6402,-13824,-12291,2369,1468,-85,7322,33,2383
28,-148,-8016,-80,96,25,-6402,-13824,-12291,2369,1468,-85,7322,33,2383
28,-148,-8016,-80,96,25,-6402,-13824,-12291,2369,1468,-85,7322,33,2383
28,-148,-8016,-80,96,25,-6402,-13824,-12291,2369,1468,-85,7322,33,2383
28,-148,-8016,-80,96,25,-6402,-13824,-12291,2369,1468,-85,7322,33,2383
28,-148,-8016,-80,96,25,-6402,-13824,-12291,2369,1468,-85,7322,33,2383
-8,-112,-7984,-84,78,29,-7426,-12800,-13315,2360,1476,-78,7322,33,2383
-8,-112,-7984,-84,78,29,-7426,-12800,-13315,2360,1476,-78,7322,33,2383
-8,-112,-7984,-84,78,29,-7426,-12800,-13315,2360,1476,-78,7322,33,2383
-8,-112,-7984,-84,78,29,-7426,-12800,-13315,2360,1476,-78,7322,33,2383
-8,-112,-7984,-84,78,29,-7426,-12800,-13315,2360,1476,-78,7322,33,2383
-8,-112,-7984,-84,78,29,-7426,-12800,-13315,2360,1476,-78,7322,33,2383
-8,-112,-7984,-84,78,29,-7426,-12800,-13315,2360,1476,-78,7322,33,2383
-8,-112,-7984,-84,78,29,-7426,-12800,-13315,2360,1476,-78,7322,33,2383
-8,-112,-7984,-84,78,29,-7426,-12800,-13315,2360,1476,-78,7322,33,2383
-8,-112,-7984,-84,78,29,-7426,-12800,-13315,2360,1476,-78,7322,33,2383
-8,-112,-7984,-84,78,29,-7426,-12800,-13315,2360,1476,-78,7322,33,2383
-12,-92,-8012,-71,72,46,-5890,-11264,-13571,2360,1476,-78,7322,33,2383
-12,-92,-8012,-71,72,46,-5890,-11264,-13571,2360,1476,-78,7322,33,2383
-12,-92,-8012,-71,72,46,-5890,-11264,-13571,2360,1476,-78,7322,33,2383
-12,-92,-8012,-71,72,46,-5890,-11264,-13571,2374,1480,-128,7322,33,2383
-12,-92,-8012,-71,72,46,-5890,-11264,-13571,2374,1480,-128,7322,33,2383
-12,-92,-8012,-71,72,46,-5890,-11264,-13571,2374,1480,-128,7322,33,2383
-12,-92,-8012,-71,72,46,-5890,-11264,-13571,2374,1480,-128,7322,33,2383
-12,-92,-8012,-71,72,46,-5890,-11264,-13571,2374,1480,-128,7322,33,2383
-12,-92,-8012,-71,72,46,-5890,-11264,-13571,2374,1480,-128,7322,33,2383
-12,-92,-8012,-71,72,46,-5890,-11264,-13571,2374,1480,-128,7322,33,2383
-12,-92,-8012,-71,72,46,-5890,-11264,-13571,2374,1480,-128,7322,33,2383
68,-172,-8044,-78,94,32,-7426,-11520,-15875,2374,1480,-128,7322,33,2383
68,-172,-8044,-78,94,32,-7426,-11520,-15875,2374,1480,-128,7322,33,2383
68,-172,-8044,-78,94,32,-7426,-11520,-15875,2374,1480,-128,7322,33,2383
68,-172,-8044,-78,94,32,-7426,-11520,-15875,2374,1480,-128,7322,33,2383
68,-172,-8044,-78,94,32,-7426,-11520,-15875,2374,1480,-128,7322,33,2383
68,-172,-8044,-78,94,32,-7426,-11520,-15875,2374,1480,-128,7322,33,2383
68,-172,-8044,-78,94,32,-7426,-11520,-15875,2361,1491,-89,7322,33,2383
68,-172,-8044,-78,94,32,-7426,-11520,-15875,2361,1491,-89,7322,33,2374
68,-172,-8044,-78,94,32,-7426,-11520,-15875,2361,1491,-89,7322,33,2374
68,-172,-8044,-78,94,32,-7426,-11520,-15875,2361,1491,-89,7322,33,2374
-8,-164,-7984,-43,75,34,-8706,-12288,-14595,2361,1491,-89,7322,33,2374
-8,-164,-7984,-43,75,34,-8706,-12288,-14595,2361,1491,-89,7322,33,2374
-8,-164,-7984,-43,75,34,-8706,-12288,-14595,2361,1491,-89,7322,33,2374
-8,-164,-7984,-43,75,34,-8706,-12288,-14595,2361,1491,-89,7322,33,2374
-8,-164,-7984,-43,75,34,-8706,-12288,-14595,2361,1491,-89,7322,33,2374
-8,-164,-7984,-43,75,34,-8706,-12288,-14595,2361,1491,-89,7322,33,2374
-8,-164,-7984,-43,75,34,-8706,-12288,-14595,2349,1442,-69,7322,33,2383
-8,-164,-7984,-43,75,34,-8706,-12288,-14595,2349,1442,-69,7322,33,2383
-32,-132,-7996,-78,74,34,-7682,-8448,-11779,2349,1442,-69,7322,33,2383
-32,-132,-7996,-78,74,34,-7682,-8448,-11779,2349,1442,-69,7322,33,2383
-32,-132,-7996,-78,74,34,-7682,-8448,-11779,2349,1442,-69,7322,33,2383
-32,-132,-7996,-78,74,34,-7682,-8448,-11779,2349,1442,-69,7322,33,2383
-32,-132,-7996,-78,74,34,-7682,-8448,-11779,2349,1442,-69,7322,33,2383
-32,-132,-7996,-78,74,34,-7682,-8448,-11779,2349,1442,-69,7322,33,2383
-32,-132,-7996,-78,74,34,-7682,-8448,-11779,2349,1442,-69,7322,33,2383
-32,-132,-7996,-78,74,34,-7682,-8448,-11779,2349,1442,-69,7322,33,2383
-32,-132,-7996,-78,74,34,-7682,-8448,-11779,2349,1442,-69,7322,33,2383
-32,-132,-7996,-78,74,34,-7682,-8448,-11779,2349,1442,-69,7322,33,2383
-32,-132,-7996,-78,74,34,-7682,-8448,-11779,2349,1442,-69,7322,33,2383
-32,-132,-7996,-78,74,34,-7682,-8448,-11779,2349,1442,-69,7322,33,2383
40,-160,-7980,-75,102,22,-7170,-10496,-13571,2349,1442,-69,7322,33,2383
40,-160,-7980,-75,102,22,-7170,-10496,-13571,2349,1442,-69,7322,33,2383
40,-160,-7980,-75,102,22,-7170,-10496,-13571,2349,1442,-69,7322,33,2383
40,-160,-7980,-75,102,22,-7170,-10496,-13571,2359,1478,-63,7322,33,2383
40,-160,-7980,-75,102,22,-7170,-10496,-13571,2359,1478,-63,7322,33,2383
40,-160,-7980,-75,102,22,-7170,-10496,-13571,2359,1478,-63,7322,33,2383
40,-160,-7980,-75,102,22,-7170,-10496,-13571,2359,1478,-63,7322,33,2383
40,-160,-7980,-75,102,22,-7170,-10496,-13571,2359,1478,-63,7322,33,2383
40,-160,-7980,-75,102,22,-7170,-10496,-13571,2359,1478,-63,7322,33,2383
40,-160,-7980,-75,102,22,-7170,-10496,-13571,2359,1478,-63,7322,33,2383
40,-160,-7980,-75,102,22,-7170,-10496,-13571,2359,1478,-63,7322,33,2383
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2359,1478,-63,7322,33,2383
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2359,1478,-63,7322,33,2383
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2338,1469,-83,7322,33,2383
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2338,1469,-83,7322,33,2355
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2338,1469,-83,7322,33,2355
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2338,1469,-83,7322,33,2355
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2338,1469,-83,7322,33,2355
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2338,1469,-83,7322,33,2355
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2338,1469,-83,7322,33,2355
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2338,1469,-83,7322,33,2355
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2338,1469,-83,7322,33,2355
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2338,1469,-83,7322,33,2355
-52,-152,-7992,-73,78,9,-6146,-12288,-15107,2338,1469,-83,7322,33,2355
-20,-160,-7972,-79,92,6,-8450,-9216,-16131,2395,1423,-155,7322,33,2392
36,-128,-8024,-59,92,35,-8450,-12544,-12291,2395,1423,-155,7322,39,2786
36,-128,-8024,-59,92,35,-8450,-12544,-12291,2395,1423,-155,7322,39,2786
36,-128,-8024,-59,92,35,-8450,-12544,-12291,2395,1423,-155,7322,39,2786
36,-128,-8024,-59,92,35,-8450,-12544,-12291,2395,1423,-155,7322,39,2786
36,-128,-8024,-59,92,35,-8450,-12544,-12291,2395,1423,-155,7322,39,2786
