# Acce x,Acce y,Acce z,Gyro x,Gyro y,Gyro z,Magn x,Magn y,Magn z,Position x,Position y,Position z,Voltage,UWB ID,UWB distande
-12,-56,-7980,-43,77,27,-8450,-11264,-13059,2361,1426,-92,7322,33,2402
-12,-56,-7980,-43,77,27,-8450,-11264,-13059,2361,1426,-92,7322,33,2402
-12,-56,-7980,-43,77,27,-8450,-11264,-13059,2361,1426,-92,7322,33,2402
-12,-56,-7980,-43,77,27,-8450,-11264,-13059,2361,1426,-92,7322,33,2402
-12,-56,-7980,-43,77,27,-8450,-11264,-13059,2361,1426,-92,7322,33,2402
-12,-56,-7980,-43,77,27,-8450,-11264,-13059,2361,1426,-92,7322,33,2402
-12,-56,-7980,-43,77,27,-8450,-11264,-13059,2361,1426,-92,7322,33,2402
-12,-56,-7980,-43,77,27,-8450,-11264,-13059,2361,1426,-92,7322,33,2402
32,-240,-7968,-60,80,19,-7938,-12288,-13827,2361,1426,-92,7322,33,2402
32,-240,-7968,-60,80,19,-7938,-12288,-13827,2361,1426,-92,7322,33,2402
32,-240,-7968,-60,80,19,-7938,-12288,-13827,2361,1426,-92,7322,33,2402
32,-240,-7968,-60,80,19,-7938,-12288,-13827,2361,1426,-92,7322,33,2402
32,-240,-7968,-60,80,19,-7938,-12288,-13827,2361,1426,-92,7322,33,2402
32,-240,-7968,-60,80,19,-7938,-12288,-13827,2361,1426,-92,7322,33,2402
32,-240,-7968,-60,80,19,-7938,-12288,-13827,2361,1426,-92,7322,33,2402
32,-240,-7968,-60,80,19,-7938,-12288,-13827,2361,1426,-92,7322,33,2402
32,-240,-7968,-60,80,19,-7938,-12288,-13827,2361,1426,-92,7322,33,2402
32,-240,-7968,-60,80,19,-7938,-12288,-13827,2352,1474,-10,7322,33,2402
32,-240,-7968,-60,80,19,-7938,-12288,-13827,2352,1474,-10,7322,33,2374
32,-240,-7968,-60,80,19,-7938,-12288,-13827,2352,1474,-10,7322,33,2374
48,-168,-7972,-77,71,29,-6402,-11776,-13059,2352,1474,-10,7322,33,2374
48,-168,-7972,-77,71,29,-6402,-11776,-13059,2352,1474,-10,7322,33,2374
48,-168,-7972,-77,71,29,-6402,-11776,-13059,2352,1474,-10,7322,33,2374
48,-168,-7972,-77,71,29,-6402,-11776,-13059,2352,1474,-10,7322,33,2374
12,-100,-8024,-59,88,24,-7682,-10496,-16131,2376,1486,-76,7322,33,2374
12,-100,-8024,-59,88,24,-7682,-10496,-16131,2376,1486,-76,7322,33,2374
12,-100,-8024,-59,88,24,-7682,-10496,-16131,2360,1488,-95,7322,33,2374
44,-96,-8012,-71,84,18,-4866,-12288,-13827,2360,1488,-95,7322,33,2364
44,-96,-8012,-71,84,18,-4866,-12288,-13827,2360,1488,-95,7322,33,2364
44,-96,-8012,-71,84,18,-4866,-12288,-13827,2366,1481,-75,7322,33,2392
20,-88,-7944,-58,93,12,-7426,-11520,-13315,2366,1481,-75,7322,33,2392
20,-88,-7944,-58,93,12,-7426,-11520,-13315,2366,1481,-75,7322,33,2392
20,-88,-7944,-58,93,12,-7426,-11520,-13315,2366,1481,-75,7322,33,2392
20,-88,-7944,-58,93,12,-7426,-11520,-13315,2366,1481,-75,7322,33,2392
20,-88,-7944,-58,93,12,-7426,-11520,-13315,2366,1481,-75,7322,33,2392
20,-88,-7944,-58,93,12,-7426,-11520,-13315,2366,1481,-75,7322,33,2392
20,-88,-7944,-58,93,12,-7426,-11520,-13315,2366,1481,-75,7322,33,2392
20,-88,-7944,-58,93,12,-7426,-11520,-13315,2366,1481,-75,7322,33,2392
20,-88,-7944,-58,93,12,-7426,-11520,-13315,2366,1481,-75,7322,33,2392
20,-88,-7944,-58,93,12,-7426,-11520,-13315,2366,1481,-75,7322,33,2392
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2366,1481,-75,7322,33,2392
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
8,-152,-8068,-67,74,12,-8962,-11264,-14339,2363,1481,-110,7322,33,2355
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2363,1481,-110,7322,33,2355
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2363,1481,-110,7322,33,2355
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2363,1481,-110,7322,33,2355
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2363,1481,-110,7322,33,2355
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2363,1481,-110,7322,33,2355
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2363,1481,-110,7322,33,2355
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2363,1481,-110,7322,33,2355
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2363,1481,-110,7322,33,2355
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2338,1459,-90,7322,33,2355
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2338,1459,-90,7322,33,2374
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2338,1459,-90,7322,33,2374
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2338,1459,-90,7322,33,2374
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2338,1459,-90,7322,33,2374
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2338,1459,-90,7322,33,2374
4,-136,-8008,-90,79,17,-6402,-10496,-14851,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2338,1459,-90,7322,33,2374
-4,-192,-8044,-77,108,49,-8706,-12800,-12035,2347,1473,-64,7322,33,2374
28,-140,-8000,-72,96,39,-7170,-13312,-15619,2347,1473,-64,7322,33,2345
8,-124,-8024,-48,85,-2,-5890,-9216,-14339,2347,1473,-64,7322,33,2345
8,-124,-8024,-48,85,-2,-5890,-9216,-14339,2379,1489,-79,7322,33,2374
8,-124,-8024,-48,85,-2,-5890,-9216,-14339,2379,1489,-79,7322,33,2374
8,-124,-8024,-48,85,-2,-5890,-9216,-14339,2379,1489,-79,7322,33,2374
8,-124,-8024,-48,85,-2,-5890,-9216,-14339,2379,1489,-79,7322,33,2374
8,-124,-8024,-48,85,-2,-5890,-9216,-14339,2379,1489,-79,7322,33,2374
8,-124,-8024,-48,85,-2,-5890,-9216,-14339,2352,1453,-65,7322,33,2374
8,-124,-8024,-48,85,-2,-5890,-9216,-14339,2352,1453,-65,7322,33,2374
8,-124,-8024,-48,85,-2,-5890,-9216,-14339,2352,1453,-65,7322,33,2374
-20,-128,-8008,-44,82,34,-6402,-10496,-14851,2352,1453,-65,7322,33,2374
-20,-128,-8008,-44,82,34,-6402,-10496,-14851,2352,1453,-65,7322,33,2374
-20,-128,-8008,-44,82,34,-6402,-10496,-14851,2352,1453,-65,7322,33,2374
-20,-128,-8008,-44,82,34,-6402,-10496,-14851,2352,1453,-65,7322,33,2374
-20,-128,-8008,-44,82,34,-6402,-10496,-14851,2352,1453,-65,7322,33,2374
-20,-128,-8008,-44,82,34,-6402,-10496,-14851,2352,1453,-65,7322,33,2374
-20,-128,-8008,-44,82,34,-6402,-10496,-14851,2352,1453,-65,7322,33,2374
-20,-128,-8008,-44,82,34,-6402,-10496,-14851,2352,1453,-65,7322,33,2374
-20,-128,-8008,-44,82,34,-6402,-10496,-14851,2352,1453,-65,7322,33,2374
-20,-128,-8008,-44,82,34,-6402,-10496,-14851,2373,1501,-130,7322,33,2374
40,-148,-7992,-38,76,37,-7682,-11264,-13571,2373,1501,-130,7322,33,2374
40,-148,-7992,-38,76,37,-7682,-11264,-13571,2373,1501,-130,7322,33,2374
40,-148,-7992,-38,76,37,-7682,-11264,-13571,2373,1501,-130,7322,33,2374
40,-148,-7992,-38,76,37,-7682,-11264,-13571,2373,1501,-130,7322,33,2374
40,-148,-7992,-38,76,37,-7682,-11264,-13571,2373,1501,-130,7322,33,2374
40,-148,-7992,-38,76,37,-7682,-11264,-13571,2373,1501,-130,7322,33,2374
40,-148,-7992,-38,76,37,-7682,-11264,-13571,2373,1501,-130,7322,33,2374
40,-148,-7992,-38,76,37,-7682,-11264,-13571,2373,1501,-130,7322,33,2374
40,-148,-7992,-38,76,37,-7682,-11264,-13571,2373,1501,-130,7322,33,2374
40,-148,-7992,-38,76,37,-7682,-11264,-13571,2373,1501,-130,7322,33,2374
40,-148,-7992,-38,76,37,-7682,-11264,-13571,2373,1501,-130,7322,33,2374
40,-148,-7992,-38,76,37,-7682,-11264,-13571,2373,1501,-130,7322,33,2374
-24,-164,-8000,-92,81,43,-11266,-11520,-15107,2373,1501,-130,7322,33,2374
-24,-164,-8000,-92,81,43,-11266,-11520,-15107,2373,1501,-130,7322,33,2374
-24,-164,-8000,-92,81,43,-11266,-11520,-15107,2373,1501,-130,7322,33,2374
-24,-164,-8000,-92,81,43,-11266,-11520,-15107,2373,1449,-83,7322,33,2411
-24,-164,-8000,-92,81,43,-11266,-11520,-15107,2373,1449,-83,7322,33,2411
-24,-164,-8000,-92,81,43,-11266,-11520,-15107,2373,1449,-83,7322,33,2411
-24,-164,-8000,-92,81,43,-11266,-11520,-15107,2373,1449,-83,7322,33,2411
-24,-164,-8000,-92,81,43,-11266,-11520,-15107,2373,1449,-83,7322,33,2411
52,-124,-8008,-55,66,24,-7682,-11776,-14851,2373,1449,-83,7322,33,2411
52,-124,-8008,-55,66,24,-7682,-11776,-14851,2373,1449,-83,7322,33,2411
52,-124,-8008,-55,66,24,-7682,-11776,-14851,2373,1449,-83,7322,33,2411
52,-124,-8008,-55,66,24,-7682,-11776,-14851,2373,1449,-83,7322,33,2411
52,-124,-8008,-55,66,24,-7682,-11776,-14851,2373,1449,-83,7322,33,2411
52,-124,-8008,-55,66,24,-7682,-11776,-14851,2373,1449,-83,7322,33,2411
52,-124,-8008,-55,66,24,-7682,-11776,-14851,2373,1449,-83,7322,33,2411
52,-124,-8008,-55,66,24,-7682,-11776,-14851,2341,1445,-93,7322,33,2411
52,-124,-8008,-55,66,24,-7682,-11776,-14851,2341,1445,-93,7322,33,2383
52,-124,-8008,-55,66,24,-7682,-11776,-14851,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2341,1445,-93,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2351,1422,-91,7322,33,2383
36,-172,-7920,-52,77,17,-7938,-11520,-11523,2351,1422,-91,7322,33,2392
36,-184,-8004,-69,86,32,-7426,-11520,-13827,2351,1422,-91,7322,33,2392
36,-184,-8004,-69,86,32,-7426,-11520,-13827,2351,1422,-91,7322,33,2392
36,-184,-8004,-69,86,32,-7426,-11520,-13827,2351,1422,-91,7322,33,2392
36,-184,-8004,-69,86,32,-7426,-11520,-13827,2351,1422,-91,7322,33,2392
36,-184,-8004,-69,86,32,-7426,-11520,-13827,2351,1422,-91,7322,33,2392
36,-184,-8004,-69,86,32,-7426,-11520,-13827,2351,1422,-91,7322,33,2392
36,-184,-8004,-69,86,32,-7426,-11520,-13827,2351,1422,-91,7322,33,2392
36,-184,-8004,-69,86,32,-7426,-11520,-13827,2351,1422,-91,7322,33,2392
36,-184,-8004,-69,86,32,-7426,-11520,-13827,2351,1422,-91,7322,33,2392
36,-184,-8004,-69,86,32,-7426,-11520,-13827,2351,1422,-91,7322,33,2392
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2351,1422,-91,7322,33,2392
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2351,1422,-91,7322,33,2392
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2351,1422,-91,7322,33,2392
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2351,1422,-91,7322,33,2392
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2337,1453,-29,7322,33,2392
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2337,1453,-29,7322,33,2364
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2337,1453,-29,7322,33,2364
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2337,1453,-29,7322,33,2364
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2337,1453,-29,7322,33,2364
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2337,1453,-29,7322,33,2364
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2337,1453,-29,7322,33,2364
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2337,1453,-29,7322,33,2364
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2337,1453,-29,7322,33,2364
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2337,1453,-29,7322,33,2364
120,-88,-7972,-86,88,49,-7170,-12544,-12291,2337,1453,-29,7322,33,2364
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2337,1453,-29,7322,33,2364
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2337,1453,-29,7322,33,2364
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2337,1453,-29,7322,33,2364
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2337,1453,-29,7322,33,2364
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2337,1453,-29,7322,33,2364
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2337,1453,-29,7322,33,2364
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2337,1453,-29,7322,33,2364
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2352,1463,179,7322,33,2364
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2352,1463,179,7322,33,2345
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2352,1463,179,7322,33,2345
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2352,1463,179,7322,33,2345
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2352,1463,179,7322,33,2345
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2352,1463,179,7322,33,2345
-8,-128,-8048,-69,90,31,-6146,-10240,-13315,2352,1463,179,7322,33,2345
-8,-188,-7980,-52,87,16,-7938,-12288,-14595,2352,1463,179,7322,33,2345
-8,-188,-7980,-52,87,16,-7938,-12288,-14595,2352,1463,179,7322,33,2345
-8,-188,-7980,-52,87,16,-7938,-12288,-14595,2352,1463,179,7322,33,2345
-8,-188,-7980,-52,87,16,-7938,-12288,-14595,2352,1463,179,7322,33,2345
-8,-188,-7980,-52,87,16,-7938,-12288,-14595,2352,1463,179,7322,33,2345
-8,-188,-7980,-52,87,16,-7938,-12288,-14595,2352,1463,179,7322,33,2345
-8,-188,-7980,-52,87,16,-7938,-12288,-14595,2352,1463,179,7322,33,2345
-8,-188,-7980,-52,87,16,-7938,-12288,-14595,2352,1463,179,7322,33,2345
-8,-188,-7980,-52,87,16,-7938,-12288,-14595,2352,1463,179,7322,33,2345
-8,-188,-7980,-52,87,16,-7938,-12288,-14595,2352,1463,179,7322,33,2345
-8,-188,-7980,-52,87,16,-7938,-12288,-14595,2354,1459,-60,7322,33,2345
-8,-188,-7980,-52,87,16,-7938,-12288,-14595,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
-12,-136,-7984,-52,79,31,-8962,-11264,-16131,2354,1459,-60,7322,33,2364
24,-156,-8004,-75,74,37,-7682,-11776,-13059,2354,1459,-60,7322,33,2364
24,-156,-8004,-75,74,37,-7682,-11776,-13059,2354,1459,-60,7322,33,2364
24,-156,-8004,-75,74,37,-7682,-11776,-13059,2330,1447,-99,7322,33,2345
24,-156,-8004,-75,74,37,-7682,-11776,-13059,2330,1447,-99,7322,33,2345
24,-156,-8004,-75,74,37,-7682,-11776,-13059,2330,1447,-99,7322,33,2345
24,-156,-8004,-75,74,37,-7682,-11776,-13059,2330,1447,-99,7322,33,2345
24,-156,-8004,-75,74,37,-7682,-11776,-13059,2330,1447,-99,7322,33,2345
24,-156,-8004,-75,74,37,-7682,-11776,-13059,2330,1447,-99,7322,33,2345
24,-156,-8004,-75,74,37,-7682,-11776,-13059,2330,1447,-99,7322,33,2345
24,-156,-8004,-75,74,37,-7682,-11776,-13059,2330,1447,-99,7322,33,2345
24,-156,-8004,-75,74,37,-7682,-11776,-13059,2330,1447,-99,7322,33,2345
24,-156,-8004,-75,74,37,-7682,-11776,-13059,2330,1447,-99,7322,33,2345
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2330,1447,-99,7322,33,2345
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2330,1447,-99,7322,33,2345
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2330,1447,-99,7322,33,2345
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2330,1447,-99,7322,33,2345
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2330,1447,-99,7322,33,2345
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2330,1447,-99,7322,33,2345
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2330,1447,-99,7322,33,2345
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2362,1449,-150,7322,33,2345
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2362,1449,-150,7322,33,2345
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2362,1449,-150,7322,33,2345
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2362,1449,-150,7322,33,2345
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2362,1449,-150,7322,33,2383
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2362,1449,-150,7322,33,2383
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2362,1449,-150,7322,33,2383
52,-116,-8024,-74,77,-1,-5122,-9984,-13059,2362,1449,-150,7322,33,2383
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2362,1449,-150,7322,33,2383
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2362,1449,-150,7322,33,2383
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2362,1449,-150,7322,33,2383
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2362,1449,-150,7322,33,2383
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2362,1449,-150,7322,33,2383
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2362,1449,-150,7322,33,2383
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2362,1449,-150,7322,33,2383
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2362,1449,-150,7322,33,2383
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2362,1449,-150,7322,33,2383
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2359,1460,-88,7322,33,2383
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2359,1460,-88,7322,33,2355
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2359,1460,-88,7322,33,2355
20,-64,-8044,-61,81,35,-7938,-11008,-14595,2359,1460,-88,7322,33,2355
-12,-148,-8008,-81,90,29,-4098,-12288,-13827,2359,1460,-88,7322,33,2355
-12,-148,-8008,-81,90,29,-4098,-12288,-13827,2359,1460,-88,7322,33,2355
-12,-148,-8008,-81,90,29,-4098,-12288,-13827,2359,1460,-88,7322,33,2355
-12,-148,-8008,-81,90,29,-4098,-12288,-13827,2359,1460,-88,7322,33,2355
-12,-148,-8008,-81,90,29,-4098,-12288,-13827,2359,1460,-88,7322,33,2355
-12,-148,-8008,-81,90,29,-4098,-12288,-13827,2359,1460,-88,7322,33,2355
-12,-148,-8008,-81,90,29,-4098,-12288,-13827,2359,1460,-88,7322,33,2355
-12,-148,-8008,-81,90,29,-4098,-12288,-13827,2359,1460,-88,7322,33,2355
-12,-148,-8008,-81,90,29,-4098,-12288,-13827,2359,1460,-88,7322,33,2355
-12,-148,-8008,-81,90,29,-4098,-12288,-13827,2359,1460,-88,7322,33,2355
-12,-148,-8008,-81,90,29,-4098,-12288,-13827,2359,1460,-88,7322,33,2355
-12,-148,-8008,-81,90,29,-4098,-12288,-13827,2359,1460,-88,7322,33,2355
-8,-136,-8016,-68,71,34,-7170,-11264,-14339,2359,1460,-88,7322,33,2355
-8,-136,-8016,-68,71,34,-7170,-11264,-14339,2353,1453,-91,7322,33,2355
-8,-136,-8016,-68,71,34,-7170,-11264,-14339,2353,1453,-91,7322,33,2355
-8,-136,-8016,-68,71,34,-7170,-11264,-14339,2353,1453,-91,7322,33,2355
-8,-136,-8016,-68,71,34,-7170,-11264,-14339,2353,1453,-91,7322,33,2355
-8,-136,-8016,-68,71,34,-7170,-11264,-14339,2353,1453,-91,7322,33,2355
-8,-136,-8016,-68,71,34,-7170,-11264,-14339,2353,1453,-91,7322,33,2355
-8,-136,-8016,-68,71,34,-7170,-11264,-14339,2353,1453,-91,7322,33,2355
-8,-136,-8016,-68,71,34,-7170,-11264,-14339,2353,1453,-91,7322,33,2355
-8,-136,-8016,-68,71,34,-7170,-11264,-14339,2353,1453,-91,7322,33,2355
-8,-136,-8016,-68,71,34,-7170,-11264,-14339,2353,1453,-91,7322,33,2355
-8,-136,-8016,-68,71,34,-7170,-11264,-14339,2353,1453,-91,7322,33,2355
44,-128,-7968,-72,99,20,-7426,-12800,-13827,2353,1453,-91,7322,33,2355
44,-128,-7968,-72,99,20,-7426,-12800,-13827,2353,1453,-91,7322,33,2355
44,-128,-7968,-72,99,20,-7426,-12800,-13827,2353,1453,-91,7322,33,2355
44,-128,-7968,-72,99,20,-7426,-12800,-13827,2353,1453,-91,7322,33,2355
